customerkey;geographykey;firstname;lastname;Full_Name;yearlyincome;Gender;datefirstpurchase;city;EnglishCountryRegionName
15727;8;Alisha;Zeng;Alisha Zeng;80000,00;Female;2020-05-09;Matraville;Australia
15728;33;Keith;Sharma;Keith Sharma;110000,00;Male;2020-03-08;Cranbourne;Australia
15729;32;Mayra;Suri;Mayra Suri;90000,00;Female;2019-12-27;Bendigo;Australia
15730;2;Philip;Dominguez;Philip Dominguez;90000,00;Male;2020-08-19;Coffs Harbour;Australia
15731;19;Corey;Chavez;Corey Chavez;80000,00;Male;2020-03-26;Wollongong;Australia
15732;17;Sandra;Zhu;Sandra Zhu;120000,00;Female;2019-12-12;St. Leonards;Australia
15733;26;Leslie;Ramos;Leslie Ramos;120000,00;Female;2019-12-08;Rockhampton;Australia
15734;19;Alicia;Lal;Alicia Lal;100000,00;Female;2019-12-25;Wollongong;Australia
15735;3;Lori;Blanco;Lori Blanco;100000,00;Female;2020-06-21;Darlinghurst;Australia
15736;300;Sheena;Raje;Sheena Raje;110000,00;Female;2020-11-07;Beverly Hills;United States
15737;626;Alexander;Robinson;Alexander Robinson;120000,00;Male;2019-09-02;Lynnwood;United States
15738;374;Abigail;Miller;Abigail Miller;120000,00;Female;2020-12-16;Torrance;United States
15739;369;Garrett;Rogers;Garrett Rogers;70000,00;Male;2019-08-28;Santa Monica;United States
15740;536;Johnny;Kumar;Johnny Kumar;80000,00;Male;2020-09-18;Beaverton;United States
15741;385;Isabella;Allen;Isabella Allen;80000,00;Female;2020-10-20;Woodland Hills;United States
15742;352;Grace;Thompson;Grace Thompson;90000,00;Female;2020-02-16;Palo Alto;United States
15743;623;Chloe;Thompson;Chloe Thompson;120000,00;Female;2020-11-24;Kirkland;United States
15744;614;Angela;Gray;Angela Gray;120000,00;Female;2020-08-16;Edmonds;United States
15745;609;Julian;Hayes;Julian Hayes;120000,00;Male;2020-08-30;Bellingham;United States
15746;626;Emily;Walker;Emily Walker;120000,00;Female;2020-12-03;Lynnwood;United States
15747;307;Evan;Nelson;Evan Nelson;70000,00;Male;2020-09-05;Chula Vista;United States
15748;54;Austin;Jenkins;Austin Jenkins;70000,00;Male;2020-05-29;N. Vancouver;Canada
15749;611;Grace;Brown;Grace Brown;70000,00;Female;2021-01-17;Bremerton;United States
15750;298;Kaitlin;Martinez;Kaitlin Martinez;70000,00;Female;2019-09-08;Bellflower;United States
15751;32;Kristen;Xu;Kristen Xu;80000,00;Female;2019-12-21;Bendigo;Australia
15752;10;Bobby;Rodriguez;Bobby Rodriguez;80000,00;Male;2019-12-08;Newcastle;Australia
15753;27;Margaret;Li;Margaret Li;70000,00;Female;2019-12-09;Townsville;Australia
15754;11;Crystal;Xu;Crystal Xu;70000,00;Female;2019-12-04;North Ryde;Australia
15755;39;Connor;Flores;Connor Flores;70000,00;Male;2019-12-24;Sunbury;Australia
15756;28;Kari;Gutierrez;Kari Gutierrez;70000,00;Female;2019-12-25;Cloverdale;Australia
15757;28;Edwin;Ferrier;Edwin Ferrier;70000,00;Male;2019-12-24;Cloverdale;Australia
15758;38;Arturo;Andersen;Arturo Andersen;130000,00;Male;2021-01-05;South Melbourne;Australia
15759;536;Erin;Brooks;Erin Brooks;80000,00;Female;2020-03-21;Beaverton;United States
15760;54;Richard;James;Richard James;30000,00;Male;2020-03-23;N. Vancouver;Canada
15761;57;Xavier;Thompson;Xavier Thompson;30000,00;Male;2020-10-03;Newton;Canada
15762;59;Garrett;Stewart;Garrett Stewart;30000,00;Male;2020-06-25;Oak Bay;Canada
15763;644;Xavier;Young;Xavier Young;60000,00;Male;2019-09-08;Walla Walla;United States
15764;40;Louis;Guo;Louis Guo;120000,00;Male;2019-12-07;Warrnambool;Australia
15765;32;Gilbert;Deng;Gilbert Deng;130000,00;Male;2019-12-22;Bendigo;Australia
15766;36;Priscilla;Black;Priscilla Black;160000,00;Female;2020-01-29;Melton;Australia
15767;37;George;Prasad;George Prasad;160000,00;Male;2019-12-21;Seaford;Australia
15768;334;Victoria;Walker;Victoria Walker;130000,00;Female;2019-10-05;Lakewood;United States
15769;335;Kelly;Coleman;Kelly Coleman;130000,00;Female;2019-10-05;Lemon Grove;United States
15770;372;Xavier;Brooks;Xavier Brooks;150000,00;Male;2019-10-12;Spring Valley;United States
15771;543;Maria;Diaz;Maria Diaz;130000,00;Female;2019-10-23;Lebanon;United States
15772;361;Christopher;Anderson;Christopher Anderson;70000,00;Male;2020-07-19;San Gabriel;United States
15773;336;Dylan;Jenkins;Dylan Jenkins;70000,00;Male;2020-07-27;Lincoln Acres;United States
15774;634;Natalie;Kelly;Natalie Kelly;60000,00;Female;2020-04-08;Redmond;United States
15775;609;Michelle;Ward;Michelle Ward;60000,00;Female;2020-08-17;Bellingham;United States
15776;345;Jesse;Mitchell;Jesse Mitchell;60000,00;Male;2020-05-26;Newport Beach;United States
15777;637;Brianna;Smith;Brianna Smith;60000,00;Female;2020-04-20;Seattle;United States
15778;616;José;Miller;José Miller;70000,00;Male;2019-10-21;Everett;United States
15779;611;Jackson;Hayes;Jackson Hayes;70000,00;Male;2020-05-21;Bremerton;United States
15780;301;Claudia;McDonald;Claudia McDonald;70000,00;Female;2019-10-10;Burbank;United States
15781;360;Blake;Evans;Blake Evans;80000,00;Male;2019-10-17;San Francisco;United States
15782;648;Katelyn;Collins;Katelyn Collins;90000,00;Female;2020-12-15;Yakima;United States
15783;31;David;Alexander;David Alexander;90000,00;Male;2020-07-10;Hobart;Australia
15784;26;Rebekah;Vazquez;Rebekah Vazquez;90000,00;Female;2019-12-14;Rockhampton;Australia
15785;36;Edwin;Zhang;Edwin Zhang;70000,00;Male;2019-11-29;Melton;Australia
15786;34;Marshall;Andersen;Marshall Andersen;70000,00;Male;2019-12-27;Geelong;Australia
15787;17;Cynthia;Gonzalez;Cynthia Gonzalez;60000,00;Female;2020-04-26;St. Leonards;Australia
15788;35;Barbara;Li;Barbara Li;100000,00;Female;2019-12-17;Melbourne;Australia
15789;26;Steve;Schmidt;Steve Schmidt;110000,00;Female;2019-12-01;Rockhampton;Australia
15790;31;Colin;Xu;Colin Xu;60000,00;Male;2019-12-12;Hobart;Australia
15791;18;Megan;Long;Megan Long;60000,00;Female;2020-03-11;Sydney;Australia
15792;30;Ernest;Zhou;Ernest Zhou;60000,00;Male;2019-12-03;Perth;Australia
15793;2;Renee;Navarro;Renee Navarro;70000,00;Female;2019-12-17;Coffs Harbour;Australia
15794;26;Tonya;Chander;Tonya Chander;80000,00;Female;2020-03-23;Rockhampton;Australia
15795;16;Diane;Munoz;Diane Munoz;80000,00;Female;2020-04-13;Springwood;Australia
15796;39;Edward;Hayes;Edward Hayes;80000,00;Male;2020-12-24;Sunbury;Australia
15797;19;Isaac;Cox;Isaac Cox;80000,00;Male;2019-11-29;Wollongong;Australia
15798;33;Anne;Munoz;Anne Munoz;70000,00;Female;2020-04-12;Cranbourne;Australia
15799;32;Victoria;Anderson;Victoria Anderson;90000,00;Female;2019-12-12;Bendigo;Australia
15800;5;Alberto;Serrano;Alberto Serrano;90000,00;Male;2019-11-29;Lane Cove;Australia
15801;22;Katrina;Shen;Katrina Shen;70000,00;Female;2019-12-26;East Brisbane;Australia
15802;14;Bridget;Kumar;Bridget Kumar;70000,00;Female;2019-12-24;Rhodes;Australia
15803;35;Bradley;Goel;Bradley Goel;70000,00;Male;2020-07-28;Melbourne;Australia
15804;10;Brittney;Liu;Brittney Liu;70000,00;Female;2020-12-12;Newcastle;Australia
15805;16;Dawn;Lin;Dawn Lin;70000,00;Female;2020-12-09;Springwood;Australia
15806;19;Devin;Allen;Devin Allen;70000,00;Male;2020-02-26;Wollongong;Australia
15807;8;Scot;Schulte;Scot Schulte;70000,00;Male;2020-03-31;Matraville;Australia
15808;40;Natasha;Blanco;Natasha Blanco;70000,00;Female;2019-12-03;Warrnambool;Australia
15809;13;Christian;Sharma;Christian Sharma;70000,00;Male;2020-02-22;Port Macquarie;Australia
15810;37;Regina;Kapoor;Regina Kapoor;70000,00;Female;2020-04-07;Seaford;Australia
15811;15;Barbara;Schultz;Barbara Schultz;70000,00;Male;2020-04-06;Silverwater;Australia
15812;23;Logan;Allen;Logan Allen;30000,00;Male;2020-05-20;Gold Coast;Australia
15813;355;Julian;Diaz;Julian Diaz;30000,00;Male;2020-09-12;Redwood City;United States
15814;302;Monica;Subram;Monica Subram;40000,00;Female;2020-10-10;Burlingame;United States
15815;51;Nicole;Price;Nicole Price;40000,00;Female;2020-04-19;Langford;Canada
15816;50;Victoria;Miller;Victoria Miller;40000,00;Female;2020-02-21;Haney;Canada
15817;536;Chloe;Alexander;Chloe Alexander;40000,00;Female;2020-05-13;Beaverton;United States
15818;609;Stanley;Perez;Stanley Perez;40000,00;Male;2020-12-15;Bellingham;United States
15819;633;Savannah;Cox;Savannah Cox;30000,00;Female;2020-09-10;Puyallup;United States
15820;618;Chase;Ward;Chase Ward;30000,00;Male;2020-02-02;Issaquah;United States
15821;383;Logan;Anderson;Logan Anderson;30000,00;Male;2020-02-03;West Covina;United States
15822;29;Damien;Zhu;Damien Zhu;40000,00;Male;2020-06-22;Findon;Australia
15823;32;Sharon;Tang;Sharon Tang;60000,00;Female;2020-05-15;Bendigo;Australia
15824;310;Lindsay;Kumar;Lindsay Kumar;30000,00;Female;2020-03-16;Colma;United States
15825;637;Angela;Simmons;Angela Simmons;40000,00;Female;2021-01-14;Seattle;United States
15826;53;Marissa;Price;Marissa Price;30000,00;Female;2020-02-16;Metchosin;Canada
15827;614;Danielle;Ward;Danielle Ward;40000,00;Female;2019-10-19;Edmonds;United States
15828;29;Robyn;Ramos;Robyn Ramos;30000,00;Female;2020-05-02;Findon;Australia
15829;35;Devin;Diaz;Devin Diaz;40000,00;Male;2020-05-03;Melbourne;Australia
15830;8;Naomi;Alonso;Naomi Alonso;40000,00;Female;2019-12-20;Matraville;Australia
15831;12;Omar;He;Omar He;40000,00;Male;2019-12-05;North Sydney;Australia
15832;28;Manuel;Martinez;Manuel Martinez;40000,00;Male;2019-12-24;Cloverdale;Australia
15833;38;Tabitha;Kovar;Tabitha Kovar;60000,00;Female;2019-12-10;South Melbourne;Australia
15834;644;Rebecca;Green;Rebecca Green;40000,00;Female;2019-10-14;Walla Walla;United States
15835;315;Marcus;Smith;Marcus Smith;40000,00;Male;2020-12-06;Downey;United States
15836;343;Devin;Jackson;Devin Jackson;40000,00;Male;2020-10-14;National City;United States
15837;611;Julia;Johnston;Julia Johnston;40000,00;Female;2020-07-15;Bremerton;United States
15838;322;Julia;Taylor;Julia Taylor;30000,00;Female;2020-04-29;Fremont;United States
15839;369;William;Taylor;William Taylor;30000,00;Male;2020-05-06;Santa Monica;United States
15840;552;Natalie;Peterson;Natalie Peterson;70000,00;Female;2019-10-04;W. Linn;United States
15841;338;Luis;Shan;Luis Shan;80000,00;Male;2019-10-12;Los Angeles;United States
15842;641;Haley;Gray;Haley Gray;80000,00;Female;2019-10-14;Spokane;United States
15843;648;Caleb;Wright;Caleb Wright;80000,00;Male;2019-10-18;Yakima;United States
15844;326;Megan;Brown;Megan Brown;80000,00;Female;2019-10-21;Grossmont;United States
15845;545;Mackenzie;Carter;Mackenzie Carter;80000,00;Female;2019-10-22;Milwaukie;United States
15846;53;Julian;Flores;Julian Flores;80000,00;Male;2020-07-11;Metchosin;Canada
15847;70;Edward;White;Edward White;90000,00;Male;2020-05-14;Westminster;Canada
15848;547;Gabrielle;Hernandez;Gabrielle Hernandez;90000,00;Female;2020-12-27;Portland;United States
15849;641;Destiny;Kelly;Destiny Kelly;110000,00;Female;2020-06-13;Spokane;United States
15850;69;Rachel;Bradley;Rachel Bradley;110000,00;Female;2020-07-05;Victoria;Canada
15851;616;Taylor;Anderson;Taylor Anderson;110000,00;Female;2019-09-28;Everett;United States
15852;368;Oscar;Henderson;Oscar Henderson;120000,00;Male;2019-10-18;Santa Cruz;United States
15853;339;Jasmine;Brown;Jasmine Brown;120000,00;Female;2020-06-27;Mill Valley;United States
15854;315;Miranda;Wood;Miranda Wood;120000,00;Female;2020-06-13;Downey;United States
15855;368;Noah;Jones;Noah Jones;80000,00;Male;2020-09-30;Santa Cruz;United States
15856;51;Luis;Gonzales;Luis Gonzales;90000,00;Male;2020-01-28;Langford;Canada
15857;307;Isabella;White;Isabella White;60000,00;Female;2020-10-23;Chula Vista;United States
15858;311;Jonathan;Parker;Jonathan Parker;60000,00;Male;2020-07-22;Concord;United States
15859;69;Abigail;Ramirez;Abigail Ramirez;60000,00;Female;2020-04-22;Victoria;Canada
15860;609;Joe;Moreno;Joe Moreno;40000,00;Male;2019-10-01;Bellingham;United States
15861;299;Damien;Zhao;Damien Zhao;40000,00;Male;2020-02-01;Berkeley;United States
15862;301;Sriniwa;Narayanan;Sriniwa Narayanan;50000,00;Female;2019-10-15;Burbank;United States
15863;53;Adam;Scott;Adam Scott;50000,00;Male;2020-04-06;Metchosin;Canada
15864;68;Lauren;Bailey;Lauren Bailey;50000,00;Female;2020-05-08;Vancouver;Canada
15865;352;Isabel;Price;Isabel Price;40000,00;Female;2019-10-22;Palo Alto;United States
15866;54;Abigail;White;Abigail White;60000,00;Female;2020-03-14;N. Vancouver;Canada
15867;633;Victoria;White;Victoria White;60000,00;Female;2020-12-13;Puyallup;United States
15868;66;Caleb;Lal;Caleb Lal;60000,00;Male;2020-05-19;Sooke;Canada
15869;632;Alexandra;Hall;Alexandra Hall;60000,00;Female;2020-03-05;Port Orchard;United States
15870;539;Zoe;Howard;Zoe Howard;60000,00;Female;2020-05-18;Corvallis;United States
15871;633;Ryan;Jai;Ryan Jai;60000,00;Male;2020-03-29;Puyallup;United States
15872;69;Gabriella;Gonzalez;Gabriella Gonzalez;50000,00;Female;2020-11-02;Victoria;Canada
15873;326;Hailey;Richardson;Hailey Richardson;70000,00;Female;2019-10-24;Grossmont;United States
15874;66;Samuel;Martin;Samuel Martin;70000,00;Male;2020-02-27;Sooke;Canada
15875;369;Devin;Morris;Devin Morris;70000,00;Male;2020-04-08;Santa Monica;United States
15876;53;Eduardo;Turner;Eduardo Turner;70000,00;Male;2020-07-10;Metchosin;Canada
15877;299;Jordan;Perez;Jordan Perez;70000,00;Male;2020-12-26;Berkeley;United States
15878;59;Kevin;Flores;Kevin Flores;70000,00;Male;2020-03-11;Oak Bay;Canada
15879;66;Tyler;Wilson;Tyler Wilson;70000,00;Male;2020-04-06;Sooke;Canada
15880;641;Patrick;Bailey;Patrick Bailey;70000,00;Male;2020-03-16;Spokane;United States
15881;55;Destiny;Williams;Destiny Williams;60000,00;Female;2020-03-08;Newton;Canada
15882;536;Maurice;Xie;Maurice Xie;60000,00;Male;2019-09-28;Beaverton;United States
15883;312;Tristan;Coleman;Tristan Coleman;60000,00;Male;2020-04-04;Coronado;United States
15884;314;Dakota;Bradley;Dakota Bradley;60000,00;Male;2020-05-07;Daly City;United States
15885;638;Garrett;Sanchez;Garrett Sanchez;60000,00;Male;2019-10-30;Sedro Woolley;United States
15886;335;Matthew;Brown;Matthew Brown;60000,00;Male;2019-11-24;Lemon Grove;United States
15887;611;Deanna;Vazquez;Deanna Vazquez;60000,00;Female;2020-12-25;Bremerton;United States
15888;627;Amanda;Richardson;Amanda Richardson;70000,00;Female;2019-11-27;Marysville;United States
15889;50;Robert;Wright;Robert Wright;70000,00;Male;2020-07-19;Haney;Canada
15890;315;James;Russell;James Russell;60000,00;Male;2019-11-20;Downey;United States
15891;331;Jordan;Lopez;Jordan Lopez;70000,00;Male;2020-12-26;La Jolla;United States
15892;607;Pamela;Srini;Pamela Srini;40000,00;Female;2019-10-28;Ballard;United States
15893;609;Yolanda;Xu;Yolanda Xu;40000,00;Female;2019-11-10;Bellingham;United States
15894;609;Joanna;Gutierrez;Joanna Gutierrez;40000,00;Female;2020-04-05;Bellingham;United States
15895;316;Sophia;Parker;Sophia Parker;60000,00;Female;2020-06-24;El Cajon;United States
15896;352;Samuel;Jones;Samuel Jones;60000,00;Male;2020-09-04;Palo Alto;United States
15897;385;Haley;Cooper;Haley Cooper;70000,00;Female;2019-11-04;Woodland Hills;United States
15898;648;Isaiah;Gonzalez;Isaiah Gonzalez;60000,00;Male;2020-11-05;Yakima;United States
15899;369;Ian;James;Ian James;70000,00;Male;2019-11-20;Santa Monica;United States
15900;50;Wyatt;Roberts;Wyatt Roberts;40000,00;Male;2020-03-08;Haney;Canada
15901;616;Taylor;Bryant;Taylor Bryant;60000,00;Female;2019-11-02;Everett;United States
15902;632;Robert;Diaz;Robert Diaz;60000,00;Male;2019-11-02;Port Orchard;United States
15903;299;Abigail;Barnes;Abigail Barnes;60000,00;Female;2019-11-27;Berkeley;United States
15904;307;Janice;Bennett;Janice Bennett;60000,00;Female;2019-11-15;Chula Vista;United States
15905;52;Taylor;Taylor;Taylor Taylor;70000,00;Female;2020-07-12;Langley;Canada
15906;66;Kaitlyn;Lewis;Kaitlyn Lewis;70000,00;Female;2020-07-11;Sooke;Canada
15907;648;Steven;Bailey;Steven Bailey;60000,00;Male;2020-10-01;Yakima;United States
15908;329;David;Wilson;David Wilson;60000,00;Male;2019-11-26;Imperial Beach;United States
15909;334;Cassidy;Ross;Cassidy Ross;60000,00;Female;2019-11-21;Lakewood;United States
15910;358;Caleb;Hughes;Caleb Hughes;70000,00;Male;2020-03-22;San Carlos;United States
15911;611;Maria;Baker;Maria Baker;60000,00;Female;2020-10-07;Bremerton;United States
15912;369;Mya;Simmons;Mya Simmons;60000,00;Female;2020-06-06;Santa Monica;United States
15913;55;Antonio;Hughes;Antonio Hughes;60000,00;Male;2020-03-27;Newton;Canada
15914;633;Logan;Bryant;Logan Bryant;70000,00;Male;2019-11-16;Puyallup;United States
15915;331;Alex;Cox;Alex Cox;70000,00;Male;2019-10-28;La Jolla;United States
15916;62;Brandon;Walker;Brandon Walker;70000,00;Male;2020-08-04;Royal Oak;Canada
15917;49;Emily;White;Emily White;70000,00;Female;2020-08-18;Cliffside;Canada
15918;612;Roberto;Ruiz;Roberto Ruiz;70000,00;Male;2019-11-02;Burien;United States
15919;241;Rebekah;Prasad;Rebekah Prasad;130000,00;Female;2020-08-03;Kirkby;United Kingdom
15920;207;Colin;Wu;Colin Wu;100000,00;Male;2019-09-26;Chatou;France
15921;207;Donald;Patel;Donald Patel;100000,00;Male;2019-09-02;Chatou;France
15922;240;Roger;Kumar;Roger Kumar;150000,00;Male;2020-02-16;High Wycombe;United Kingdom
15923;205;Ricardo;Raje;Ricardo Raje;100000,00;Male;2019-08-31;Lieusaint;France
15924;183;Omar;Wang;Omar Wang;100000,00;Male;2019-09-14;Orleans;France
15925;209;Stanley;Subram;Stanley Subram;110000,00;Male;2019-09-14;Versailles;France
15926;153;Donna;Deng;Donna Deng;120000,00;Female;2019-03-01;Berlin;Germany
15927;164;Gilbert;Huang;Gilbert Huang;120000,00;Male;2019-03-07;Berlin;Germany
15928;171;Priscilla;Pal;Priscilla Pal;120000,00;Female;2019-03-22;Neunkirchen;Germany
15929;258;Karla;Raji;Karla Raji;150000,00;Female;2019-01-10;Maidenhead;United Kingdom
15930;200;Tiffany;He;Tiffany He;100000,00;Female;2020-09-06;Paris;France
15931;213;Micah;Xu;Micah Xu;110000,00;Male;2019-09-26;Verrieres Le Buisson;France
15932;178;Tabitha;Jimenez;Tabitha Jimenez;130000,00;Female;2019-03-06;Sulzbach Taunus;Germany
15933;260;Clinton;Dominguez;Clinton Dominguez;160000,00;Male;2019-01-23;Milton Keynes;United Kingdom
15934;609;Nichole;Raji;Nichole Raji;70000,00;Female;2019-11-20;Bellingham;United States
15935;536;Amber;King;Amber King;70000,00;Female;2020-04-18;Beaverton;United States
15936;553;Abigail;Johnson;Abigail Johnson;90000,00;Female;2020-11-01;Woodburn;United States
15937;609;Grace;Lewis;Grace Lewis;90000,00;Female;2019-10-29;Bellingham;United States
15938;634;Sean;Collins;Sean Collins;100000,00;Male;2020-10-25;Redmond;United States
15939;642;Jennifer;Brown;Jennifer Brown;100000,00;Female;2020-07-02;Tacoma;United States
15940;553;Jack;Bryant;Jack Bryant;100000,00;Male;2020-02-27;Woodburn;United States
15941;322;Bailey;Brooks;Bailey Brooks;120000,00;Female;2019-11-24;Fremont;United States
15942;66;Lucas;Rodriguez;Lucas Rodriguez;80000,00;Male;2020-07-08;Sooke;Canada
15943;69;Richard;Watson;Richard Watson;80000,00;Male;2020-03-20;Victoria;Canada
15944;611;Damien;Lu;Damien Lu;90000,00;Male;2019-11-05;Bremerton;United States
15945;633;Alexandria;Kelly;Alexandria Kelly;100000,00;Female;2020-07-31;Puyallup;United States
15946;298;Wyatt;Wilson;Wyatt Wilson;110000,00;Male;2020-04-22;Bellflower;United States
15947;307;Michelle;Blue;Michelle Blue;120000,00;Female;2020-08-30;Chula Vista;United States
15948;335;Angela;Hughes;Angela Hughes;130000,00;Female;2019-10-30;Lemon Grove;United States
15949;339;Katherine;Green;Katherine Green;130000,00;Female;2019-12-23;Mill Valley;United States
15950;543;Erin;Peterson;Erin Peterson;70000,00;Female;2020-10-09;Lebanon;United States
15951;637;Jenna;Baker;Jenna Baker;70000,00;Female;2020-04-21;Seattle;United States
15952;638;Evan;Cooper;Evan Cooper;90000,00;Male;2019-12-16;Sedro Woolley;United States
15953;298;Julio;Moreno;Julio Moreno;60000,00;Male;2019-12-05;Bellflower;United States
15954;298;Marshall;Deng;Marshall Deng;100000,00;Male;2019-12-16;Bellflower;United States
15955;302;Neil;Ortega;Neil Ortega;110000,00;Male;2020-06-09;Burlingame;United States
15956;348;Ryan;Li;Ryan Li;130000,00;Male;2020-11-27;Oakland;United States
15957;355;Samuel;Ross;Samuel Ross;130000,00;Male;2020-07-22;Redwood City;United States
15958;612;Nicole;Ross;Nicole Ross;90000,00;Female;2020-05-23;Burien;United States
15959;634;Logan;Rodriguez;Logan Rodriguez;100000,00;Male;2019-12-27;Redmond;United States
15960;314;Brianna;Bryant;Brianna Bryant;120000,00;Female;2020-12-25;Daly City;United States
15961;368;Ashley;Walker;Ashley Walker;150000,00;Female;2019-12-04;Santa Cruz;United States
15962;547;Benjamin;Winter;Benjamin Winter;90000,00;Male;2020-11-23;Portland;United States
